0919790411916500227004805Petronilo                Moreno                   Velasco                                     032S
0919790411916500227004805Pedro                    Sanz                     Rodríguez                                   045S
0919790411916500227004805Paulino                  Velasco                  García                                      033S
0919790411916500227004805Francisco                García                   Agudo                                       039S
0919790411916500227004805Elías                    García                   Velasco                                     043S
0919790411916900219702101Toribio                  González                 García                                      021S
0919790411916900227002304Vidal                    Mazario                  Ibáñez                                      001N
0919790411916900227002304Teodoro                  Navajo                   Pérez                                       028S
0919790411916900227002304Hipólito                 Pérez                    Mateo                                       024S
0919790411916900227002304Hipólito                 Batanero                 Millano                                     023S
0919790411916900227002304Casimiro                 del Pozo                 García                                      016S
0819790411917200177402001Julián                   Puado                    Letón                                       018N
0819790411917200177402001Juan Antonio             Gil                      Recuero                                     031S
0819790411917200177402001Jesús                    López                    Peña                                        009N
0819790411917200177402001Jesús                    Casado                   Capellán                                    023N
0819790411917200209800000Emilio                   Vargas                   Castrillón                                  000N
0819790411917200227005004Julián                   Cortijo                  Moracho                                     045S
0819790411917200227005004José Mª                  Casado                   Peña                                        042S
0819790411917200227005004Fidel                    Casado                   Peña                                        031N
0819790411917200227005004Dionisio                 Villalba                 Villaverde                                  043S
0819790411917200227005004Crescencio               Villaverde               del Amo                                     040S
0919790411917300227002005Ángel                    García                   Esteban                                     021S
0919790411917300227002005Tomás                    Cuesta                   Martín                                      020S
0919790411917300227002005Ramón                    González                 Cuesta                                      006S
0919790411917300227002005Emiliano                 Lozano                   de Marco                                    023S
0919790411917300227002005Alberto                  Esteban                  Pérez                                       011S
0819790411917500227006005Ángel                    Pérez                    Niño                                        053S
0819790411917500227006005Ángel                    García                   García                                      057S
0819790411917500227006005Ricardo                  Sanz                     Checa                                       045S
0819790411917500227006005Pedro                    Utrilla                  Checa                                       048S
0819790411917500227006005Felipe                   Ciruelos                 Gutiérrez                                   037S
0819790411917700227006905Vicente                  Muñoz                    Barahona                                    068S
0819790411917700227006905Leoncio                  Vela                     Barahona                                    057S
0819790411917700227006905Guillermo                Esteban                  Bravo                                       029S
0819790411917700227006905Eladio                   Canal                    Bravo                                       063S
0819790411917700227006905Benito                   del Olmo                 Bodega                                      059S
0819790411917800227004505Joaquín                  Martínez                 Martínez                                    030S
0819790411917800227004505Gregorio                 Herranz                  García                                      034S
0819790411917800227004505Germán                   Herranz                  Jiménez                                     031S
0819790411917800227004505Constancio               Martínez                 Jiménez                                     034S
0819790411917800227004505Clemente                 Berzosa                  Martínez                                    052S
0819790411917900227007705Pedro                    Criado                   Gismera                                     061S
0819790411917900227007705Nicolás                  Asanza                   Hita                                        065S
0819790411917900227007705Máximo                   del Río                  Magro                                       037S
0819790411917900227007705Florentino               López                    Semolinos                                   074S
0819790411917900227007705Florentino               Izquierdo                Simón                                       071S
0819790411918100227003905Máximo                   Cercadillo               Ruiz                                        032S
0819790411918100227003905José                     Chicharro                Cristobal                                   027S
0819790411918100227003905Hilario                  Escurín                  Nicolás                                     033S
0819790411918100227003905Edilberto                Andrés                   Sanz                                        046S
0819790411918100227003905Benigno                  Manzanero                González                                    021S
0819790413714900227006505Lorenzo                  Vaquero                  Martín                                      053S
0819790413714900227006505Honorio                  Vaquero                  Martín                                      053S
0819790413714900227006505Antonio                  Martín                   Zabenero                                    069S
0819790413714900227006505Abundio                  Velasco                  Corredera                                   045S
0819790413715000227002305Vicente                  Marcos                   García                                      029S
0819790413715000227002305Manuel Luís              García                   Sánchez                                     020S
0819790413715000227002305José Antonio             Galloso                  Hernández                                   015S
0819790413715000227002305Germán                   López                    Sánchez                                     009S
0819790413715000227002305Emilio                   Pereña                   Zarza                                       022S
0819790413715500227003505Wenceslao                Briz                     Martín                                      030S
0819790413715500227003505Mariano                  Cornejo                  Cornejo                                     024S
0819790413715500227003505Idelfonso                Martín                   Hernández                                   026S
0819790413715500227003505Gonzalo                  Gutiérrez                Muñoz                                       030S
0819790413715500227003505Francisco Pascual        Martín                   Muñoz                                       031S
0819790413715900227006605Maximino                 Martín                   Hernández                                   057S
0819790413715900227006605Maximiliano              García                   Iglesias                                    045S
0819790413715900227006605Justo                    García                   Muñoz                                       057S
0819790413715900227006605Juan F.                  Hernández                García                                      062S
0819790413715900227006605Gumersindo               Conde                    García                                      045S
0919790413716300227000805Isidro                   Sánchez                  Nieto                                       005S
0919790413716300227000805Gregorio                 Martín                   García                                      002S
0919790413716300227000805Emiliano                 Benas                    San Pedro                                   008S
0919790413716300227000805Antonio                  Hernández                Sánchez                                     008S
0919790413716300227000805Alejandro                Valle                    Sánchez                                     009S
0819790413716500183302301Ángel                    Martín                   Hernández                                   008N
0819790413716500183302301Pedro Manuel             T.                       Hernández                                   026N
0819790413716500183302301Mª Teresa                Martín                   Hernández                                   027S
0819790413716500183302301Argimiro                 Galerio                  Boyero                                      021N
0819790413716500183302301Andrés                   Salvador                 Hernández                                   013N
0819790413716500227003504Juan Lorenzo             Benitez                  Sánchez                                     037S
0819790413716500227003504José                     Sánchez                  Sánchez                                     029S
0819790413716500227003504Jesús                    Gonzalo                  Delgado                                     033S
0819790413716500227003504Belisario                Santos                   Herrero                                     033S
0819790413716500227003504Agustín                  Sánchez                  Gil                                         011N
0819790413716700183309505Leopoldo                 Gómez                    Santiago                                    072S
0819790413716700183309505Heliodoro V.             Fraile                   Martín                                      080S
0819790413716700183309505Germán                   Gila                     Santos                                      090S
0819790413701800227002905Tomás                    Miguel                   Sánchez                                     017S
0819790413701800227002905Primitivo                Martín                   Fraile                                      029S
0819790413701800227002905Manuel                   Sánchez                  García                                      012S
0819790413701800227002905Juan                     Sánchez                  García                                      028S
0819790413701800227002905Eduardo                  Hernández                Fraile                                      033S
0819790413702100094903002Valentín                 Méndez                   Moreta                                      059S
0819790413702100094903002Rogelio                  Delgado                  García                                      062S
0819790413702100094903002José                     Martín                   Iglesias                                    000N
0819790413702100094903002Alfonso                  Santos                   Madruga                                     000N
0819790413702100227004603Rogelio                  Delgado                  López                                       062S
0819790413702100227004603Manuel                   Miguel                   González                                    000N
0819790413702100227004603Iluminado                Sánchez                  García                                      000N
0819790413702100227004603Antonio                  Delgado                  García                                      065S
0819790413702100227004603Andrés                   Sanz                     García                                      060S
0819790413703000227003105Olegario                 Martín                   Montero                                     019S
0819790413703000227003105Juan                     Hernández                Hernández                                   008S
0819790413703000227003105Jesús                    Martín                   Martín                                      043S
0819790413703000227003105Isidro                   Domínguez                Rodríguez                                   022S
0819790413703000227003105Clemente                 García                   Montero                                     033S
0819790413703400227002505Matías                   Espinosa                 García                                      006S
0819790413703400227002505Manuel                   Castaño                  Domínguez                                   030S
0819790413703400227002505Gerardo                  Domero                   Santos                                      025S
0819790413703400227002505Elicer                   García                   Sánchez                                     028S
0819790413703400227002505Avelino                  García                   del Brio                                    012S
0819790413704100227003205Máximino                 Criado                   Martín                                      022S
0819790413704100227003205José Vicente             Criado                   Herrero                                     029S
0819790413704100227003205José Antonio             Martín                   Martín                                      022S
0819790413704100227003205Jesús                    de Bustos                Tocino                                      029S
0819790414411100227003305Ismael                   López                    Galindo                                     049S
0819790414411100227003305Doroteo                  Loras                    Blesa                                       011S
0819790414411600094905904Ángel                    Bombal                   Azcón                                       071S
0819790414411600094905904Manuel                   López                    Lecina                                      007N
0819790414411600094905904Juan José                Minguillón               Moliner                                     050S
0819790414411600094905904José                     López                    Gascón                                      045S
0819790414411600094905904Benjamín                 Azcón                    López                                       064S
0819790414411600227003701Romualdo                 Calvo                    Hernández                                   031N
0819790414411600227003701Pascual                  Gargallo                 Gascón                                      033S
0819790414411600227003701Joaquín                  Royo                     Lahoz                                       022N
0819790414411600227003701Daniel                   Lahoz                    Sancho                                      032N
0819790414411600227003701Benjamín                 Carbonell                González                                    033N
0819790414412100227001405Salvador                 Izquierdo                García                                      019S
0819790414412100227001405Pedro                    Vicente                  Lucía                                       007S
0819790414412100227001405Pedro                    Martín                   Martín                                      016S
0819790414412100227001405Mauricio                 Lucía                    Villarroya                                  008S
0819790414412100227001405Cándido                  Ferrer                   Izquierdo                                   007S
0819790414412700219704102Valeriano                Yuste                    Valero                                      040N
0819790414412700219704102Telesfóro                Jarque                   Marco                                       037N
0819790414412700219704102Paulino                  Almazán                  Domingo                                     000N
0819790414412700219704102José                     Sánchez                  Rodríguez                                   042S
0819790414412700219704102Domingo                  Yagüe                    Jarque                                      045S
0819790414412700227005203Valeriano                Domínguez                Rodríguez                                   032N
0819790414412700227005203Martín                   Domingo                  Murciano                                    039N
0819790414412700227005203Julián                   Sánchez                  Sánchez                                     046S
0819790414412700227005203Cristóbal                Yagüe                    Sánchez                                     044S
0819790414412700227005203Cristóbal                Lázaro                   Monleón                                     048S
0919790414412900227002605Ángel                    Tirado                   Berned                                      019S
0919790414412900227002605Santiago                 Gasión                   Galicia                                     015S
0919790414412900227002605Manuel                   Gasión                   Galicia                                     014S
0919790414412900227002605José                     Úbeda                    López                                       029S
0919790414412900227002605José                     Úbeda                    Biel                                        029S
0819790414413000227003505Santiago                 Calvo                    Sanguesa                                    027S
0819790414413000227003505Rogelio                  Izquierdo                García                                      028S
0819790414413000227003505Miguel                   Loras                    García                                      030S
0819790414413000227003505Jesús                    Romero                   Piquer                                      030S
0819790414413000227003505Agustín                  Aragón                   Martín                                      027S
0919790414413100227004205José Clemente            Anel                     Martín                                      053S
0919790414413100227004205José                     Quílez                   Simón                                       019S
0919790414413100227004205Joaquín                  Simón                    Cabañero                                    028S
0919790414413100227004205Gregorio                 Nebra                    Simón                                       032S
0919790414413100227004205Andrés                   Muñío                    Muñío                                       037S
0819790414413200209800000Jesús                    Muñoz                    Orihuela                                    000N
0819790414413200219703101Vicente                  Gracia                   Cortés                                      022N
0819790414413200219703101General                  Hernández                Ferreruela                                  041S
0819790414413200219703101Bartolomé                Lancis                   Cortés                                      024N
0819790414413200219703101Amado                    Hernández                García                                      014N
0819790414413200219703101Agustín                  Martín                   Lancis                                      026N
0819790414413200227004804Julio                    Cortés                   Orce                                        042S
0819790414413200227004804Juan Antonio             Martín                   Soriano                                     033S
0819790414413200227004804José María               Martín                   Monterde                                    044S
0819790414413200227004804José Luís                Hernández                Agustín                                     027N
0819790414413200227004804Aniceto                  Martín                   Lancis                                      046S
0919790414413300209800000Estanislao               Portales                 González                                    000N
0919790414413300227002205Urbano                   Pellejero                Roche                                       011S
0919790414413300227002205Manuel                   Bayona                   Asensio                                     034S
0919790414413300227002205Domingo Ambrosio         Pellejero                Mainar                                      017S
0919790414413300227002205Domingo                  Piqueras                 Gracia                                      010S
0919790414413300227002205Ceferino                 Herrero                  Sarrión                                     016S
0919790414414200227001705Néstor                   Rodrigo                  Mezquita                                    014S
0919790414414200227001705Manuel                   Cabañero                 Fuster                                      015S
0919790414414200227001705Donato                   Bernal                   Royo                                        015S
0919790414414200227001705Cándido                  Bernal                   Yus                                         011S
0919790414414200227001705Antonio                  Arcaraz                  Fuster                                      015S
0819790414414900227004305Valeriano                Nager                    Palomo                                      025S
0819790414709100227006904Valentín                 Gago                     Martínez                                    056S
0819790414709100227006904Felipe                   Pérez                    García                                      068S
0819790414709100227006904Daniel                   Alonso                   Pablos                                      066S
0819790414709100227006904Alfredo                  Marcos                   Gago                                        019N
0819790414709200181705203Pedro                    Escribano                Martín                                      061S
0819790414709200181705203Luís                     Martín                   Martín                                      073S
0819790414709200181705203José Manuel              Alonso                   Escribano                                   049S
0819790414709200181705203Dámaso                   Cano                     González                                    027N
0819790414709200227006302Nicolás                  Rodríguez                Castaño                                     052S
0819790414709200227006302José María               Paramio                  Pérez                                       034N
0819790414709200227006302Ignacio                  Moral                    Reglero                                     038N
0819790414709200227006302Glicerio                 de la Fuente             Sumillera                                   043N
0819790414709200227006302Carlos                   Mucientes                Martín                                      046S
0819790414709200227006302Antonio                  Astorga                  Escribano                                   040N
0919790414709500227001505Justo                    Téllez                   Velasco                                     013S
0919790414709500227001505Julio                    González                 Rodríguez                                   020S
0919790414709500227001505Juan José                González                 Rodríguez                                   011S
0919790414709500227001505José                     González                 Sanz                                        006S
0919790414709500227001505Gregorio                 Téllez                   Lorenzo                                     013S
0819790414710600181706905Santos                   Rodríguez                Tapias                                      053S
0819790414710600181706905José                     Carrascal                Gómez                                       055S
0819790414710600181706905Jesús                    Tapias                   Hernando                                    050S
0819790414710600181706905Jesús                    Tapias                   González                                    064S
0819790414710600181706905Florentino               Melero                   Gómez                                       057S
0819790414710600219701200Santos                   Gómez                    Valentín                                    012N
0819790414710600219701200Marcos                   Gómez                    Valentín                                    015N
0819790414710600219701200Lorenzo                  Carrascal                Cabrero                                     013N
0819790414710600219701200Fortunato                Carrascal                Tapias                                      010N
0819790414710600219701200Ambrosio                 Carrascal                Escudero                                    001N
0819790414712500227003705Ángel                    Villafafila              Villafafila                                 033S
0819790414712500227003705Sandalio                 San José                 Gutiérrez                                   036S
0819790414712500227003705Juan V.                  Gutiérrez                Gutiérrez                                   033S
0819790414712500227003705Juan Manuel              Villafafila              Martín                                      029S
0819790414712500227003705Jesús                    Villafafila              Gutiérrez                                   020S
0919790414712600227002305Juan Francisco           Arroyo                   Hernando                                    028S
0919790414712600227002305Carmelo                  Galán                    Miguel                                      031S
0919790414712600227002305Aquilino                 Arroyo                   Aguado                                      015S
0919790414712600227002305Amador                   Miguel                   Sobrino                                     002S
0919790414712600227002305Adolfo                   Gómez                    Arroyo                                      016S
0819790414713000094904704Sandalio                 Sanz                     Calvo                                       046S
0819790414713000094904704Nicolás                  Merino                   Yustos                                      056S
0819790414713000094904704Julián                   Merino                   Yustos                                      046S
0819790414713000094904704Julián                   Gredilla                 Rojo                                        002N
0819790414713000094904704Isabel                   Huidobro                 Calvo                                       040S
0819790414713000227002601Nazario                  Sierra                   Rodríguez                                   024N
0819790414713000227002601Julián                   Franco                   Bajón                                       022N
0819790414713000227002601Gregorio                 Cantera                  Calvo                                       011N
0819790414713000227002601Germán                   Martín                   Calvo                                       027S
0819790414713000227002601Fibicio                  Caballero                Núñez                                       021N
0819790414713200181704003Martín                   Fernández                Nieto                                       039S
0819790414713200181704003José Luís                Martín                   García                                      034N
0819790414713200181704003Jesús                    Hurtado                  Nieto                                       007N
0819790414713200181704003Jesús                    Fernández                Martín                                      044S
0819790414713200181704003Dalmacio                 Sánchez                  González                                    039S
0819790414713200227003302Porfirio                 González                 Martín                                      035S
0819790414713200227003302Luís                     González                 Sanz                                        005N
0819790414713200227003302Félix                    Sánchez                  González                                    028N
0819790414713200227003302Enrique                  Martín                   González                                    032N
0819790414713200227003302Abraham                  González                 Sanz                                        034S
0819790414713500216303305Pablo                    Fernández                Díez                                        025S
0819790414713500216303305Jesús                    Hidalgo                  Gómez                                       028S
0819790414713500216303305Javier                   Adalia                   Gómez                                       024S
0819790414713500216303305Ernesto                  Gómez                    Cortijo                                     030S
0819790414713500216303305Alfonso                  Caño                     Hidalgo                                     028S
0819790414714400094903502Lucio                    Laguna                   Remiro                                      037S
0819790411918300219704204Matías                   García                   Tabernero                                   018N
0819790411918300219704204José Mª                  Morales                  Larriba                                     031S
0819790411918300219704204Félix                    Mencía                   Iturbe                                      046S
0819790411918300219704204Amada                    Morales                  Muela                                       034S
0819790411918300227002801Luis                     López Montenegro         Escolano                                    033S
0819790411918300227002801José                     Utrera                   Molina                                      012N
0819790411918300227002801Felisa                   Colas                    Anglada                                     028N
0819790411918300227002801Aurelio                  Miguel                   Cámara                                      026N
0819790411918300227002801Ambrosio                 Latorre                  Martínez                                    014N
0819790411918400177402701María                    Checa                    Pérez                                       000N
0819790411918400177402701José                     Tomico                   Jiménez                                     026N
0819790411918400177402701Félix                    Pardo                    Millana                                     036S
0819790411918400177402701Félix                    Espada                   Añonuevo                                    019N
0819790411918400177402701Eugenio                  Pardo                    Millana                                     030N
0819790411918400227004604Manuel                   Martínez                 Aguado                                      044S
0819790411918400227004604José                     Checa                    López                                       033S
0819790411918400227004604Gregorio                 González Lasarte         Nieto                                       044S
0819790411918400227004604Fermín                   Pardo                    Rimón                                       041S
0819790411918400227004604Adolfo                   Marigil                  Caballero                                   025N
0819790411918500227003505Víctor                   Esteban                  Hernández                                   033S
0819790411918500227003505Pedro                    Esteban                  Moreno                                      028S
0819790411918500227003505Julio                    Cuenca                   de Mingo                                    027S
0819790411918500227003505Juan                     Alonso                   Andrés                                      029S
0819790411918500227003505Ignacio                  Cuenca                   de Mingo                                    024S
0819790411918600177406005Teófilo                  Jesús                    Sanz                                        046S
0819790411918600177406005Ramiro                   Rojo                     Sanz                                        041S
0819790411918600177406005Miguel                   Relaño                   González                                    043S
0819790411918600177406005Mariano                  Portillo                 Relaño                                      077S
0819790411918600177406005Eduardo                  González                 Sopeña                                      035S
0819790411912600177407303Felicidad                Martínez                 Montalvo                                    011N
0819790411912600177407303Demetrio                 de Blas                  Calleja                                     047N
0819790411912600177407303Agustín                  de Quer                  de Blas                                     015N
0819790411912600227006002Ángel                    Calleja                  Redondo                                     066S
0819790411912600227006002Saturnino                de Blas                  Calleja                                     063S
0819790411912600227006002Pedro                    Mayor                    Valenciano                                  054N
0819790411912600227006002Pedro                    Calleja                  Berlanga                                    013N
0819790411912600227006002Doroteo                  de Fresno                Moreno                                      046N
0919790411912900227002005Ángel                    Somolinos                Somolinos                                   027S
0919790411912900227002005Santiago                 Somolinos                Parra                                       012S
0919790411912900227002005Jesús                    Somolinos                Parra                                       017S
0919790411912900227002005Jesús                    Parra                    Somolinos                                   014S
0919790411912900227002005Gerardo                  Somolinos                Llorente                                    012S
0919790411913200227001005Soledad                  Picazo                   de Pedro                                    005S
0919790411913200227001005Juan                     Sanz                     de Pedro                                    010S
0919790411913200227001005Florencio                García                   Adalia                                      004S
0919790411913200227001005Eusebio                  Pérez                    Arroyo                                      011S
0919790411913200227001005Antonia                  Picazo                   Blanco                                      011S
0819790411913300227004005Segundo                  Díaz                     Pérez                                       041S
0819790411913300227004005Santiago                 Majolero                 Díaz                                        023S
0819790411913300227004005Rafael                   Díaz                     Majolero                                    032S
0819790411913300227004005Luis                     López                    Simón                                       028S
0819790411913300227004005Antonio                  Gutiérrez                Riofrío                                     037S
0919790411913400219701000Silvano                  Gaona                    Martínez                                    011N
0919790411913400219701000Dionisio                 Concha                   Nicolás                                     010N
0919790411913400219701000Andrés                   Concha                   Nicolás                                     009N
0919790411913400227002005Julián                   Martínez                 Hombrados                                   019S
0919790411913400227002005Juan Luis                Arenas                   Palomeras                                   018S
0919790411913400227002005Esteban                  Bermejo                  Guerrero                                    012S
0919790411913400227002005Dionisio                 Sanz                     Amayas                                      017S
0919790411913400227002005Dionisio                 Cámara                   Martínez                                    014S
0819790411913500227003105Luciano                  Cuenca                   Gismera                                     013S
0819790411913500227003105Jesús                    Villareal                del Olmo                                    027S
0819790411913500227003105Eusebio                  Escribano                Lázaro                                      024S
0819790411913500227003105Domingo                  Llorente                 Barrio                                      033S
0819790411913500227003105Antonio                  Alonso                   Esteban                                     028S
0919790411913600227001405Ricardo                  Chicharro                Moreno                                      015S
0819790413907000073604302José                     Osoro                    Ruiz                                        009N
0819790413907000073604302Gerardo                  Fdez.                    González                                    038N
0819790413907000073604302Fdo.                     Fdez.                    González                                    027N
0819790413907000073604302Baldomero                Gutiérrez                Herrero                                     060S
0819790413907000219705802Ángel                    González                 Sainz                                       054S
0819790413907000219705802Manuel                   Sainz                    Fdez.                                       035N
0819790413907000219705802Juan Luis                Fdez.                    Fdez.                                       038N
0819790413907000219705802Jesús                    Saiz                     Fdez.                                       070S
0819790413907000219705802Fdo. A.                  Ruiz                     Callejo                                     035N
0819790413907000221500000Pelayo F.                Ruiz                     Ruiz                                        000N
0819790413907000221500000Monserrat                Espuñes                  Alas                                        000N
0819790413907000221500000Bernardina               Montero                  Vallejo                                     001N
0819790413907000221500000Antº.                    Díaz                     Franco                                      001N
0819790413907000221500000Aitor                    Carracedo                Arana                                       000N
0819790413907000227003701Paulino                  Fdez.                    González                                    019N
0819790413907000227003701Joaquín                  Osoro                    Soberán                                     034N
0819790413907000227003701Fortunato                Montero                  López                                       021N
0819790413907000227003701Fdo.                     Conde                    Gutiérrez                                   042S
0819790413907000227003701Bernardo                 Fdez.                    Villegas                                    034N
0819790413908800221500000Román                    Gutiérrez                Cuartango                                   000N
0819790413908800221500000Manuel A.                Casado                   Luque                                       001N
0819790413908800221500000Federico A.              Gutiérrez                Ortíz                                       000N
0819790413908800221500000Enrique                  Sánchez                  Cuesta                                      000N
0819790413908800221500000Andrés                   Cuevas                   Arche                                       000N
0819790413908800227002505Serapio                  Campo                    López                                       014S
0819790413908800227002505Horacio                  López                    López                                       009S
0819790413908800227002505Fidel                    Campo                    Fdez.                                       017S
0819790413908800227002505Feliciano                Campo                    Cotera                                      043S
0819790413908800227002505Avelino                  Cotera                   López                                       017S
0819790410203600209800000Pablo                    Martínez                 Ruano                                       000N
0819790410203600209800000Juan                     Plaza                    Martínez                                    000N
0819790410203600219904602Ángel                    Gómez                    López                                       044N
0819790410203600219904602Telesforo                García                   Lázaro                                      047S
0819790410203600219904602José                     Valero                   Soriano                                     000N
0819790410203600219904602Francisco                López                    Minguez                                     000N
0819790410203600219904602Antonio                  Oliver                   García                                      049S
0819790410203600219904602Amador                   Picazo                   López                                       044N
0819790410203600222100000Ángeles                  Jiménez                  Molina                                      000N
0819790410203600222100000Ramón                    Sánchez                  Caballero                                   000N
0819790410203600222100000Mª Luisa                 Ruíz                     de Alarcón                                  000N
0819790410203600222100000Catalina                 Sánchez                  Martínez                                    000N
0819790410203600222100000Antonio                  Martínez                 hernández                                   000N
0819790410203600227005903Juan José                Piqueras                 Moreno                                      050S
0819790410203600227005903José                     García                   Solera                                      025N
0819790410203600227005903Esteban                  leal                     Gómez                                       046N
0819790410203600227005903Emilio                   García                   Pardo                                       060S
0819790410203600227005903Constantino              García                   García                                      058S
0819790410205000116800400Ángel                    López                    Exojo                                       000N
